timestamp,input_csv,underlyingValue,top1ce_strike,top1ce_oi_value,top2ce_strike,top2ce_oi_value,top3ce_strike,top3ce_oi_value,top1pe_strike,top1pe_oi_value,top2pe_strike,top2pe_oi_value,top3pe_strike,top3pe_oi_value,Overall_CE_openInterest,Overall_PE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_totalTradedVolume,CE_delta1_since_start,CE_delta2_since_start,CE_delta3_since_start,CE_delta1_from_previous,CE_delta2_from_previous,CE_delta3_from_previous,PE_delta1_since_start,PE_delta2_since_start,PE_delta3_since_start,PE_delta1_from_previous,PE_delta2_from_previous,PE_delta3_from_previous,Overall_CE_openInterest_delta_since_start,Overall_PE_openInterest_delta_since_start,Overall_CE_totalTradedVolume_delta_since_start,Overall_PE_totalTradedVolume_delta_since_start,Overall_CE_openInterest_delta_from_previous,Overall_PE_openInterest_delta_from_previous,Overall_CE_totalTradedVolume_delta_from_previous,Overall_PE_totalTradedVolume_delta_from_previous
2026-06-08T18:24:40.866981,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_182431.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:27:46.883993,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_182737.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:46:36.991531,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_184627.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:51:37.775315,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_185128.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:56:38.846470,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_185629.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:59:09.075589,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_185900.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T19:04:12.862082,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_190401.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:33:05.095458,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_213257.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,-4814,-4323,-8829,-18977,-33455,-3432,-2184,-8488,-667,-200457,-303270,+62784459,+59744210,-65503,-65285,+0,+0
2026-06-08T21:34:10.264600,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_213400.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:35:41.864431,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_213532.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:40:42.704934,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_214033.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:45:43.683600,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_214534.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:50:44.809029,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_215034.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:51:46.792572,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_215137.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:53:03.469499,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_215253.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:54:58.925484,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_215449.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:55:59.380368,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_215550.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:57:25.987188,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_215716.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T21:58:52.671090,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_215843.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T22:03:49.077510,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_220344.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T22:03:59.962646,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_220349.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T22:04:56.458242,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_220447.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T22:09:55.453395,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_220946.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T22:14:17.001050,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_221407.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T22:19:18.204424,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_221908.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T22:22:08.579715,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_222159.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T22:22:57.217120,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_222248.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T22:24:33.140659,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_222424.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T22:24:33.140659,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_222424.csv,23123.0,23500,222360,23300,150095,23400,149497,23000,152728,23100,103986,22800,101596,3171292.0,2025205.0,67366761.0,63197650.0,+37333,+14089,+8387,+0,+0,+0,-18977,-33455,-3432,+0,+0,+0,-200457,-303270,+62784459,+59744210,+0,+0,+0,+0
